release_set_id,packet_id,locale,field,chars,estimated_px,max_line_px,max_word_px,bound_px,lines,max_lines,expansion_vs_en,issues,source
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,en_US,title,21,203.04,203.04,62.64,360.0,1,1,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,en_US,scanner,43,327.68,327.68,67.2,460.0,1,2,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,en_US,terminal,77,608.7,525.0,83.7,520.0,2,2,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,en_US,audio,31,289.8,289.8,70.92,620.0,1,2,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,en_US,in_game_wiki,64,495.0,495.0,56.7,620.0,1,5,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,en_US,external_site,110,908.16,679.04,100.48,680.0,2,4,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,en_US,field_note,115,819.84,505.12,78.68,560.0,2,3,1.0,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ru_RU,title,31,299.16,299.16,123.12,360.0,1,1,1.473,TEXT_EXPANSION_GT_1_35,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ru_RU,scanner,45,376.96,376.96,84.48,460.0,1,2,1.15,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ru_RU,terminal,79,635.4,468.9,82.2,520.0,2,2,1.044,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ru_RU,audio,26,253.8,253.8,98.64,620.0,1,2,0.876,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ru_RU,in_game_wiki,66,526.5,526.5,102.6,620.0,1,5,1.064,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ru_RU,external_site,104,902.08,670.08,111.36,680.0,2,4,0.993,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ru_RU,field_note,125,921.48,563.08,105.56,560.0,2,3,1.124,,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ja_JP,title,64,586.8,332.64,103.68,360.0,2,1,2.89,TEXT_OVERFLOW_LINES;TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ja_JP,scanner,86,668.8,456.32,92.16,460.0,2,2,2.041,TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ja_JP,terminal,120,928.5,485.4,86.4,520.0,2,2,1.525,TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ja_JP,audio,74,673.56,612.72,103.68,620.0,2,2,2.324,TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ja_JP,in_game_wiki,107,814.8,623.1,86.4,620.0,2,5,1.646,DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ja_JP,external_site,153,1249.28,650.24,100.48,680.0,2,4,1.376,DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,ja_JP,field_note,158,1118.32,523.6,80.64,560.0,3,3,1.364,DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,zh_CN,title,64,586.8,332.64,103.68,360.0,2,1,2.89,TEXT_OVERFLOW_LINES;TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,zh_CN,scanner,86,668.8,456.32,92.16,460.0,2,2,2.041,TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,zh_CN,terminal,120,928.5,485.4,86.4,520.0,2,2,1.525,TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,zh_CN,audio,74,673.56,612.72,103.68,620.0,2,2,2.324,TEXT_EXPANSION_GT_1_35;DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,zh_CN,in_game_wiki,107,814.8,623.1,86.4,620.0,2,5,1.646,DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,zh_CN,external_site,153,1249.28,650.24,100.48,680.0,2,4,1.376,DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
RS056_NATIVE_LOCALIZATION_REVIEW_PACK,P276_RU_NATIVE_REVIEW_LOCK,zh_CN,field_note,158,1118.32,523.6,80.64,560.0,3,3,1.364,DRAFT_PREFIX_LONG,C:/hades/Hecton8/Docs/Lore/AppliedContent/packets/RS056_NATIVE_LOCALIZATION_REVIEW_PACK.packets.json
