Path,Shader,RenderQueue,KeywordCount,Flags,CinematicFake
"Assets/_Project/_Archive/Mat_Ocean.mat","Hecton/HectonOcean",2450,0,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/_PROLOGUE_CONTENT/Textures/Planets/pLANET/Mat_HectonClouds.mat","Universal Render Pipeline/Lit",3000,2,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Fonts/NotoSans-Regular.ttf","GUI/Text Shader",3000,0,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Fonts/NotoSansArabic-Regular.ttf","GUI/Text Shader",3000,0,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Fonts/NotoSansCJKjp-Regular.otf","GUI/Text Shader",3000,0,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Fonts/NotoSansCJKsc-Regular.otf","GUI/Text Shader",3000,0,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Materials/Construction/Mat_BuildGhost_Invalid.mat","Universal Render Pipeline/Lit",3000,2,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Materials/Construction/Mat_BuildGhost_Valid.mat","Universal Render Pipeline/Lit",3000,2,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Materials/Construction/Mat_LeakWetSheen.mat","Triplebrick/Glass",3000,2,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Materials/Construction/Mat_RuinSeepSheen.mat","HECTON/Environment/RuinSeepSheen",3000,0,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Materials/Fonts/NotoSans-Regular SDF.asset","TextMeshPro/Distance Field",3000,0,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
"Assets/_Project/Art/Materials/Fonts/NotoSansArabic-Prime SDF.asset","TextMeshPro/Distance Field",3000,0,"TRANSPARENT_QUEUE_FILLRATE_RISK","Opaque+dither/cutout where possible; split high-tier variants from MX350 material"
