baseColorCandidateBytes,baseColorCandidatePath,cleanedBytes,cleanedPath,downloadSource,family,id,lowerRightCropPreview,originalBytes,originalPath,proofClass,seamRefined,slug,sourceGlob,sourceHeight,sourceType,sourceWidth,tilePreviewPath,title,unityImportStatus,use,verdict,visualStatus,watermarkRepaired
371192,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3401_photic_limestone_rubble_shelf_BaseColorCandidate.jpg,406378,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3401_photic_limestone_rubble_shelf_Cleaned_Source.jpg,C:\Users\danat\Downloads\Limestone_rubble_shelf_material_202606080323.jpeg,terrain_photic,B34-3401,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3401_photic_limestone_rubble_shelf_lower_right.png,1031794,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3401_photic_limestone_rubble_shelf_Original.jpeg,STATIC_IMAGE_PROCESSING,False,photic_limestone_rubble_shelf,Limestone_rubble_shelf_material_202606080323.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3401_photic_limestone_rubble_shelf_Tile2x2.png,Photic Limestone Rubble Shelf,PENDING UNITY IMPORT,"bright shallow route terrain, limestone ledges, coral rubble shelves",REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
542383,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3402_shallow_seagrass_root_mat_substrate_BaseColorCandidate.jpg,585983,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3402_shallow_seagrass_root_mat_substrate_Cleaned_Source.jpg,C:\Users\danat\Downloads\Seagrass_alien_root-mat_material_202606080323.jpeg,terrain_photic,B34-3402,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3402_shallow_seagrass_root_mat_substrate_lower_right.png,1378100,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3402_shallow_seagrass_root_mat_substrate_Original.jpeg,STATIC_IMAGE_PROCESSING,False,shallow_seagrass_root_mat_substrate,Seagrass_alien_root-mat_material_202606080323.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3402_shallow_seagrass_root_mat_substrate_Tile2x2.png,Shallow Seagrass Root-Mat Substrate,PENDING UNITY IMPORT,"shallow flora root transitions, sand/rock blend",REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
446233,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3403_brine_canyon_salt_crust_silt_BaseColorCandidate.jpg,487098,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3403_brine_canyon_salt_crust_silt_Cleaned_Source.jpg,C:\Users\danat\Downloads\Salt_crust_silt_material_tile_202606080323.jpeg,terrain_brine,B34-3403,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3403_brine_canyon_salt_crust_silt_lower_right.png,1204543,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3403_brine_canyon_salt_crust_silt_Original.jpeg,STATIC_IMAGE_PROCESSING,False,brine_canyon_salt_crust_silt,Salt_crust_silt_material_tile_202606080323.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3403_brine_canyon_salt_crust_silt_Tile2x2.png,Brine Canyon Salt-Crust Silt,PENDING UNITY IMPORT,"brine canyon floors, density-layer margins, hazard terrain",REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
364462,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3404_abyssal_manganese_nodule_plain_BaseColorCandidate.jpg,402534,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3404_abyssal_manganese_nodule_plain_Cleaned_Source.jpg,C:\Users\danat\Downloads\Seafloor_clay_with_manganese_nod…_202606080323.jpeg,terrain_abyssal,B34-3404,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3404_abyssal_manganese_nodule_plain_lower_right.png,1041807,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3404_abyssal_manganese_nodule_plain_Original.jpeg,STATIC_IMAGE_PROCESSING,False,abyssal_manganese_nodule_plain,Seafloor_clay_with_manganese_nod*_202606080323.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3404_abyssal_manganese_nodule_plain_Tile2x2.png,Abyssal Manganese Nodule Plain,PENDING UNITY IMPORT,abyssal plain terrain and nodule scatter base,REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
314837,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3405_methane_hydrate_crack_vein_BaseColorCandidate.jpg,349278,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3405_methane_hydrate_crack_vein_Cleaned_Source.jpg,C:\Users\danat\Downloads\Seabed_mud_with_hydrate_crust_202606080323.jpeg,terrain_cold_seep,B34-3405,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3405_methane_hydrate_crack_vein_lower_right.png,956184,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3405_methane_hydrate_crack_vein_Original.jpeg,STATIC_IMAGE_PROCESSING,False,methane_hydrate_crack_vein,Seabed_mud_with_hydrate_crust_202606080323.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3405_methane_hydrate_crack_vein_Tile2x2.png,Methane Hydrate Crack Vein,PENDING UNITY IMPORT,cold seep terrain and hydrate hazard substrate,INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
461198,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3406_serpentinite_fault_rock_BaseColorCandidate.jpg,502958,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3406_serpentinite_fault_rock_Cleaned_Source.jpg,C:\Users\danat\Downloads\Serpentinite_fault_rock_material…_202606080323.jpeg,terrain_geology,B34-3406,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3406_serpentinite_fault_rock_lower_right.png,1221802,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3406_serpentinite_fault_rock_Original.jpeg,STATIC_IMAGE_PROCESSING,False,serpentinite_fault_rock,Serpentinite_fault_rock_material*_202606080323.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3406_serpentinite_fault_rock_Tile2x2.png,Serpentinite Fault Rock,PENDING UNITY IMPORT,greenish fault rock distinct from basalt,REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
515856,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3407_iron_oxide_seep_crust_BaseColorCandidate.jpg,561395,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3407_iron_oxide_seep_crust_Cleaned_Source.jpg,C:\Users\danat\Downloads\Iron-oxide_seep_crust_material_202606080323.jpeg,terrain_cold_seep,B34-3407,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3407_iron_oxide_seep_crust_lower_right.png,1293487,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3407_iron_oxide_seep_crust_Original.jpeg,STATIC_IMAGE_PROCESSING,False,iron_oxide_seep_crust,Iron-oxide_seep_crust_material_202606080323.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3407_iron_oxide_seep_crust_Tile2x2.png,Iron-Oxide Seep Crust,PENDING UNITY IMPORT,iron bacteria and oxidized seep terrain,REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
285343,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3408_clay_silt_turbidity_slope_BaseColorCandidate.jpg,319751,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3408_clay_silt_turbidity_slope_Cleaned_Source.jpg,C:\Users\danat\Downloads\Seamless_PBR_material_tile_202606080323.jpeg,terrain_sediment,B34-3408,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3408_clay_silt_turbidity_slope_lower_right.png,920631,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3408_clay_silt_turbidity_slope_Original.jpeg,STATIC_IMAGE_PROCESSING,False,clay_silt_turbidity_slope,Seamless_PBR_material_tile_202606080323.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3408_clay_silt_turbidity_slope_Tile2x2.png,Clay Silt Turbidity Slope,PENDING UNITY IMPORT,silt-heavy traversal slopes and disturbed sediment,INTAKE_READY_STATIC,PENDING VISUAL REVIEW,False
417916,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3409_limestone_cave_ceiling_mineral_drip_BaseColorCandidate.jpg,458204,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3409_limestone_cave_ceiling_mineral_drip_Cleaned_Source.jpg,C:\Users\danat\Downloads\Limestone_cave_ceiling_material_…_202606080323.jpeg,terrain_cave,B34-3409,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3409_limestone_cave_ceiling_mineral_drip_lower_right.png,1134465,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3409_limestone_cave_ceiling_mineral_drip_Original.jpeg,STATIC_IMAGE_PROCESSING,False,limestone_cave_ceiling_mineral_drip,Limestone_cave_ceiling_material_*_202606080323.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3409_limestone_cave_ceiling_mineral_drip_Tile2x2.png,Limestone Cave Ceiling Mineral Drip,PENDING UNITY IMPORT,submerged limestone cave ceiling and mineral drip detail,REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
468085,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3410_drowned_concrete_rubble_BaseColorCandidate.jpg,510288,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCleaned/TX_B34_3410_drowned_concrete_rubble_Cleaned_Source.jpg,C:\Users\danat\Downloads\Concrete_rubble_substrate_materi…_202606080322.jpeg,hard_surface_ruin,B34-3410,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/WatermarkReview/B34_3410_drowned_concrete_rubble_lower_right.png,1218842,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Originals/B34_3410_drowned_concrete_rubble_Original.jpeg,STATIC_IMAGE_PROCESSING,False,drowned_concrete_rubble,Concrete_rubble_substrate_materi*_202606080322.jpeg,1024,SEAMLESS_TILE,1024,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/TilePreviews/B34_3410_drowned_concrete_rubble_Tile2x2.png,Drowned Concrete Rubble,PENDING UNITY IMPORT,old colony floor/wall rubble and infrastructure blends,REVIEW_REQUIRED,PENDING VISUAL REVIEW,False
